sr. no.,username,user id,access hash,name,group,group id,status
1322,daybot_insta,1150676671,-574469281224434626,Daybot | Emerald,Klever,1488840650,2
1323,Minu251,909742429,-3661214335456827543,Crypto Investor,Klever,1488840650,2
1324,amares1616,1131999881,8328762505842393051,Irish Mutas,Klever,1488840650,2
1325,,1057265058,-6798533042722593662,Income Mize,Klever,1488840650,2
1326,ivalpramana,930938979,3499015461355096996,ivalpramana,Klever,1488840650,2
1327,azzizobarlosbirro,940169349,8321074375609512944,𒆜Aziz invკisτრεηt hვ卜 c卜ipτo𒆜,Klever,1488840650,2
1328,,1010813312,-7499674266130747562,Asiful Islam,Klever,1488840650,2
1329,,1019284853,-5223867063892141093,Ijezie Innocent,Klever,1488840650,2
1330,,928765394,-8539161652989557524,Israel,Klever,1488840650,2
1331,Mugenindomulti8055,718254258,1363812662441335220,Mugen Indo Multi,Klever,1488840650,2
1332,,744586251,914255142983196172,Islam,Klever,1488840650,2
1333,,752426581,1167817090614116338,Isa Mohammed,Klever,1488840650,2
1334,Ingramos1985,501075973,2138275840835433863,Jose Ramos,Klever,1488840650,2
1335,ForexRebate,212686814,-6108036129418199200,#IStandWithDGTXTeam,Klever,1488840650,2
1336,GM_Ikco,565712540,-3493262706006281429,Ikco,Klever,1488840650,2
1337,Derajewel,732399418,8271462087985714489,Juliet Igene,Klever,1488840650,2
1338,,1158446936,-7072653468036952826,ikechukwu Friday,Klever,1488840650,2
1339,Muh112233,1333588639,7096040945194965634,Muhammad Iqbal,Klever,1488840650,2
1340,saeed4plus9,446766142,-5376168615983988413,Saeed Rbitx Ambassador I SmartsFinance,Klever,1488840650,2
1341,Morscal,450969636,5444389118704238056,iRoNHeLM,Klever,1488840650,2
1342,Mufid596,789742886,3980620536848906313,Move - IT,Klever,1488840650,2
1343,iamshbm07,946881314,2196370303829585585,Shubham Sharma,Klever,1488840650,2
1344,the_Mighty_BTCu_Indonesi,1208008109,-6943787932979384588,The Mighty BTCu Indonesia,Klever,1488840650,2
1345,issarichardian,449736466,7752224117761839396,Richard,Klever,1488840650,2
1346,Ilya_HyiplLife,310460234,7372929486799234004,Ilya flit,Klever,1488840650,2
1347,ildarvip,174779785,-1036661849210902258,ildar mustafin,Klever,1488840650,2
1348,Investorchloe,900554139,7414379400867314162,Chloe Mandy,Klever,1488840650,2
1349,,608738722,5673244405422652022,Henci Ibrahim,Klever,1488840650,2
1350,Ibra_abd,1349598142,725494726375077145,Fery Abdullah,Klever,1488840650,2
1351,jhwijaya,1368185954,-8003885089636606742,Izqian Izzaqied,Klever,1488840650,2
1352,Akpenisaac,789757303,7082236391726785344,Isaac Akpen,Klever,1488840650,2
1353,Beautri304,1003766618,-7886830115134080608,Isabella Micheal,Klever,1488840650,2
1354,ItoroJ,933064657,-586062175577945962,Itoro James,Klever,1488840650,2
1355,,1256426513,7048699406178699435,Inamullah Skg Rxi Haaush,Klever,1488840650,2
1356,ray_icon,1267040163,2498647295606103925,Ray icon,Klever,1488840650,2
1357,,1309233502,5119151726518601170,Saifullahi Ibrahim Khalil,Klever,1488840650,2
1358,Igorabbade,590561216,-4329577146481357274,Igor Abbade,Klever,1488840650,2
1359,Chelsyimuet,605247467,-5505808485298332080,Chelsy Imuet#JTS🌍❤🇮🇩,Klever,1488840650,2
1360,iman040993,668351406,1149009829327980426,Anx 09,Klever,1488840650,2
1361,Mainulislamfahim,750616750,-6793545937822952155,Mainul Islam Fahim,Klever,1488840650,1
1362,Gudnes,1027953781,-2654501285892385513,Ifunanya,Klever,1488840650,2
1363,,1050409450,2944988087228529692,Ink Solomon (Akwa Ibom),Klever,1488840650,2
1364,,1355238740,-8542405218021057051,Dawson Harrison,Klever,1488840650,2
1365,hunganh84,895378721,367017680981741697,Đặng Anh,Klever,1488840650,2
1366,DeepMber2,1031057478,-4413501058437213822,Hafizh Fahrezi,Klever,1488840650,2
1367,hamad88222,907849520,2874510696451007622,حمد عبدالله 🇸🇦🇸🇦,Klever,1488840650,2
1368,,1368486158,6661913394258431176,Duck Hack,Klever,1488840650,2
1369,,1328775170,1616246259892260415,Bang Hulking,Klever,1488840650,2
1370,horrisom,1335166121,-7328889109819598806,Callista Benzoyl,Klever,1488840650,2
1371,Alert0897,1484273525,2407121020720098802,Hello (*_*;,Klever,1488840650,2
1372,CryptoHunter2020Jr,1196006106,5971068888234404171,Crypto Hunter 2020,Klever,1488840650,2
1373,,1266960732,-7211680549378145645,haleem,Klever,1488840650,2
1374,Chattelegram483,841565208,-3481813695281545251,G H,Klever,1488840650,2
1375,Annaharris0,1168005700,1930965625760498145,Anna Harris,Klever,1488840650,2
1376,,1431572176,-2274488231543320004,Huskies,Klever,1488840650,2
1377,,445575849,7902124351472360883,Hyoga,Klever,1488840650,2
1378,HampaClub,1378934851,-1173957147246568715,Arthur,Klever,1488840650,2
1379,Habeebhassan1,902826629,9185420950076100033,Basirat,Klever,1488840650,2
1380,hikayuk2,1143114489,-7992565834085092267,ff Golff.finance,Klever,1488840650,2
1381,most_helper,765104626,-4173221315590632867,Sohel,Klever,1488840650,2
1382,babu2m,898537679,2658084885793629667,Babul Hossain,Klever,1488840650,2
1383,Abid407,920197770,-3163190538761664068,Abid Hasan,Klever,1488840650,2
1384,henney_daniel,311325064,439617448443314491,Henney Daniel,Klever,1488840650,2
1385,sungjaehan,1033865812,6218376249836437542,Sungjae Han,Klever,1488840650,2
1386,,1083984317,405801985002744943,h,Klever,1488840650,2
1387,Muhammadharunastk,1193017325,-1431297816255442188,Muhammad Haruna,Klever,1488840650,2
1388,Hasan9101,1196337163,-2516539085478769454,Hasan Dumaja,Klever,1488840650,2
1389,Haty200420,1199789097,-8631719595467089327,Henry Sinaga,Klever,1488840650,2
1390,harrylehal,193189651,-7526098278747702404,ֆǟȶɢʊʀ,Klever,1488840650,2
1391,MH_saimon,984811925,-6184566207424596914,Maheraj Hai Saimon,Klever,1488840650,2
1392,Hmdengineer2013,1089611838,7380612426907400242,HMD Engineer,Klever,1488840650,2
1393,Alamgir2014,1121390727,-2187986923989733957,Alamgir Hossain,Klever,1488840650,2
1394,Hocepu,840578026,983965377134983840,Học,Klever,1488840650,2
1395,Harshit827,554007990,2168965316310326364,Harshit Agrawal,Klever,1488840650,2
1396,Highhacker007,836281281,-1730503973102573295,High Hacker,Klever,1488840650,2
1397,Hammers65,516652277,7916457325533980694,Crypto Mining,Klever,1488840650,2
1398,hamzaakhtar,755611987,-8370198549496494379,Hamza Akhtar,Klever,1488840650,2
1399,,1145082431,5294508264927216046,Berk Het,Klever,1488840650,2
1400,Da_Hoodie02,1039120285,-3357032487204131858,Da Hoodie,Klever,1488840650,2
1401,AimHigh25,924124649,5536503060548372836,Aim High,Klever,1488840650,2
1402,Hizdaman,988732135,3828699556099038820,Ahmed Babatunde,Klever,1488840650,2
1403,HTMM5,1001002632,9142348899978209915,Muhammed Haroun,Klever,1488840650,2
1404,ChorchBoy,953044827,-3607884077870648589,Emmanuel Harrison,Klever,1488840650,2
1405,,511610223,2916169148044426984,hong dara,Klever,1488840650,2
1406,Habul23,993965363,-6054115986687218092,Smhabil Smhabil,Klever,1488840650,2
1407,mairaj_khan,1141405088,8112753942154979207,Mairaj Hussain,Klever,1488840650,1
1408,,1114314071,-5286700975656918662,jdjdjh hsjejej,Klever,1488840650,2
1409,ahsakib1,954301731,-4151903783451108998,A.H. Sakib,Klever,1488840650,2
1410,mehemant9,504112139,-2450423843826008345,Heran Chy(MAR),Klever,1488840650,2
1411,,889926435,-8242673554619929584,tran hao,Klever,1488840650,2
1412,Habibur19823,1114382935,3855926836430715859,Md.Habibur Rahman,Klever,1488840650,2
1413,Rhynn22,851542540,-3985502397663586596,Hubby Ӿ,Klever,1488840650,2
1414,Hinland,1389676401,7572562277596266582,Juho,Klever,1488840650,2
1415,Hintel_Davies,802488461,6880256036813024729,Hintel💭,Klever,1488840650,2
1416,,1016661033,8307240957713392851,H R S,Klever,1488840650,2
1417,R427H,1153066224,-2746888405165421904,R H,Klever,1488840650,2
1418,Sanverdi9296,1205479557,-2560641054102802100,hasan şanverdi,Klever,1488840650,2
1419,hegesh,196433677,-8234954076245956902,Hegi,Klever,1488840650,2
1420,h123123hhh,1246593067,8698528421401860234,EMC2,Klever,1488840650,2
1421,HerbethSantos,447082766,-956598074220231862,Herbeth Santos,Klever,1488840650,2
1422,,472196520,2253617584367099761,hani,Klever,1488840650,2
1423,Harryfred,901424025,-2223486851751996772,Harry Fredrick,Klever,1488840650,2
1424,dr1hacker,1148461956,6154715693274128871,Dr. Hacker,Klever,1488840650,2
1425,,859066476,3946462221175304688,Roberto El hajj Boutros,Klever,1488840650,2
1426,adilgru,1181679666,-562973721777508014,Adil Gru,Klever,1488840650,2
1427,Garwef,349144087,-5376078234869643638,Grwan,Klever,1488840650,2
1428,,541852677,741447719667788573,Ed G,Klever,1488840650,2
1429,GodsplanGraphix,1127277523,-4701041775046005256,Godsplan Graphix,Klever,1488840650,2
1430,,1335607128,5787557900181552736,Gaibo Denton,Klever,1488840650,2
1431,BlueClay001,1284366078,755836844095904157,Bukarr Garba,Klever,1488840650,2
1432,godkido,249434044,-3713307470111603732,godkido,Klever,1488840650,2
1433,,778755579,7422585411421659351,Ever@great,Klever,1488840650,2
1434,editz_graphics,1170265374,-2990628313225146248,Eluro Austine,Klever,1488840650,2
1435,Chiefgc,1227051874,6075808952319310514,Greg Cohen,Klever,1488840650,2
1436,,1154824757,-2835246282568564664,Godspower Effiong,Klever,1488840650,2
1437,genesis005,1210764503,6687231329074046692,Business01,Klever,1488840650,2
1438,Gateway_504,1021623051,4067194196064866077,Azis _504 gateway,Klever,1488840650,2
1439,GL75003,655057247,7152204837297688238,GL,Klever,1488840650,2
1440,Chris_Giddy,1477181309,-479545129854861922,Chris Giddy,Klever,1488840650,2
1441,,1301416245,6755378949713010851,Godgift Akuru,Klever,1488840650,2
1442,agal51320,1196332007,-5318758070166229278,Anabel Godinez,Klever,1488840650,2
1443,Guilherme_04,1120006593,-2182275348079415374,Guilherme,Klever,1488840650,2
1444,Shahinsa666,954185741,4333776978555131888,md Shahin Alam @GoalTimeN,Klever,1488840650,2
1445,,1168743681,2031704736879820948,Emmanuel Godwin,Klever,1488840650,2
1446,,1152086350,1252499356632615278,Grace Bahi-an,Klever,1488840650,2
1447,gizz254,271416925,-8326777066342841545,Gizz☆,Klever,1488840650,2
1448,cryptodave29,548563753,-7225447134161063253,David G,Klever,1488840650,2
1449,GustavoGallardo,919329916,6898229746451906927,Gustavo Gallardo #❤️❤️❤️,Klever,1488840650,2
1450,,1083177331,-4211146115967650750,George Chama,Klever,1488840650,2
1451,Gcrypto67,1127783780,-174220858131251061,Great Crypto,Klever,1488840650,2
1452,Gar1q,1136043641,6682703401022437862,Sunday esanju,Klever,1488840650,2
1453,Galaxyganesh,1076611655,4756173499329936946,Ganeshkumar,Klever,1488840650,2
1454,shane1q2,1004830207,7231399531683529680,shane @GoalTimeN,Klever,1488840650,2
1455,Golden_bullet,937519792,-6708143790897270810,𝓢𝓱𝓪𝓱,Klever,1488840650,2
1456,GeroShot,227366041,-4388435543784277466,Gero,Klever,1488840650,2
1457,AMAN_MPI,594991812,-7652600006860939407,Aman Gupta,Klever,1488840650,2
1458,gal322,1035099461,622566919732899678,Asadullah Al Galib,Klever,1488840650,1
1459,,823539939,-1112258503787224049,ahmed ghaly,Klever,1488840650,2
1460,ghesterMovistar,1062192915,-8204274141226109169,Ghester Movistar,Klever,1488840650,2
1461,,967246532,-4982849678137167257,Sanjay Gupta,Klever,1488840650,2
1462,,984608061,6787136910156881005,GC Boyd,Klever,1488840650,2
1463,Gasitup63,827224820,-8850946096999025053,Allen Silvey,Klever,1488840650,2
1464,,860188636,-5000149028990254285,Sharu D Great,Klever,1488840650,2
1465,Fredyglobal,894101338,-4138610690401706526,Fredy Guzman,Klever,1488840650,2
1466,Gielina,669430408,-5260625486117642449,Gielina,Klever,1488840650,2
1467,Gipkoshi90,687054820,6681368020414206463,Андрей,Klever,1488840650,2
1468,BeN075,648571087,361571178881218080,Goran Stojilkovic,Klever,1488840650,2
1469,morningstar035,741812963,-4159269864435251067,Gsm_doctor Simplestar✨,Klever,1488840650,2
1470,,875185445,-7714417051413331886,Gyasi,Klever,1488840650,2
1471,Shawngreg,878065112,-8809623389615322339,Shawn Greg,Klever,1488840650,2
1472,Giar_Senopati,681454973,-9011518004451893704,Giar Senopati,Klever,1488840650,2
1473,gishsujs,1171137713,-3530418920440356878,0001,Klever,1488840650,2
1474,,318931910,-7021024561608496904,Gisella Bermeo,Klever,1488840650,2
1475,Rexy001,939458208,-4928310936262338783,Jõshûá GOÕDLÍFÉ,Klever,1488840650,2
1476,,602418958,8793216354396776993,Gérardo Elfuego,Klever,1488840650,2
1477,javierzart,480010731,-693368581682088199,javier garcia,Klever,1488840650,2
1478,,230541652,6736016762448740771,Gabor,Klever,1488840650,2
1479,soykan,504193510,6909153207024131878,Soykan Güner,Klever,1488840650,2
1480,GaneshRaoR,705697767,-3485064481078762713,Ganesh Rao Dinesh,Klever,1488840650,2
1481,gastroekrem,726066908,-1064817727092564907,gastro,Klever,1488840650,2
1482,Brutalbmg,977075700,-7258653021602313033,Bryce Gerhardt,Klever,1488840650,2
1483,GHostmode0,1221133333,4543715278012704370,Elder,Klever,1488840650,2
1484,Mag1022,457840435,-2170726206031426216,Garfield,Klever,1488840650,2
1485,,497763588,8901274378420962975,Suhas Gawari,Klever,1488840650,2
1486,gee60,323861848,-5461421236517591553,Gee,Klever,1488840650,2
1487,GBoris,378950037,7011435223406081241,G Boris,Klever,1488840650,2
1488,,483071683,-5838330877443472254,Gazman,Klever,1488840650,2
1489,FFOX17,1042654245,1573600866163314068,FFOX17,Klever,1488840650,2
1490,Faez_fa,917500498,9120184954492832390,Faez,Klever,1488840650,2
1491,Fritzhugh,1039380694,-5824215786539114011,Fritzhugh,Klever,1488840650,2
1492,,1334149775,3377452484258225361,Aderibigbe Funmise,Klever,1488840650,2
1493,,1301106139,-6097265171516720346,Carlos Fernández,Klever,1488840650,2
1494,Fhaddie,1204820506,-4147450825343053511,Fahd🌷 Acemrar,Klever,1488840650,2
1495,BiGBucks20,947264121,-5989296278707870927,Flip Bandz,Klever,1488840650,2
1496,,317936273,-132899498442475109,Daniel Ferra,Klever,1488840650,2
1497,abiifar,1086329822,3407520154154406831,Abi Farmadi,Klever,1488840650,2
1498,Crypto_Fink,681794709,-6101916036797908860,Crypto Fink,Klever,1488840650,2
1499,freedyss,908196791,-5586549839437325398,Freedy,Klever,1488840650,2
1500,ALiBhai4x,1087286788,-1503129515102081484,Fx management #07,Klever,1488840650,2
1501,faru67,1030647021,-2773920232457080136,Faria,Klever,1488840650,2
1502,,1152187919,-518756099475388391,Franklin,Klever,1488840650,2
1503,,1119321732,-5715020766435942529,Stephen Fadiji,Klever,1488840650,2
1504,Eliza_Flores,1124716781,9006012774507896924,Eliza,Klever,1488840650,2
1505,fandi077,438114934,-3489440930102943920,Fandi Ahmad Abdillah,Klever,1488840650,2
1506,,631753314,-7925647027664983967,Muhammad Faisal,Klever,1488840650,2
1507,,1204144419,-8906672935270406095,F 无名氏,Klever,1488840650,2
1508,Sirajbd,1055304736,230947442366494942,FWB BD,Klever,1488840650,2
1509,,981742040,7563815519300684137,Sulaiman Faruq,Klever,1488840650,2
1510,,820125386,-1659539795225867326,Felix,Klever,1488840650,2
1511,Franko9999,364032994,7029448746982367348,Franko.!! Endrizzi,Klever,1488840650,2
1512,fx_sarahali,851978960,-1606032287715335878,Sarah,Klever,1488840650,2
1513,fof_6x,1082987987,-3095526199981201491,fof 6x,Klever,1488840650,2
1514,Fulgencen,653085959,6843022109117331646,Fulgence,Klever,1488840650,2
1515,Fernand0f,31665339,-7254034013488109756,F F,Klever,1488840650,2
1516,Carponemagico,685234675,4144687711762723300,fitti,Klever,1488840650,2
1517,,1048030275,6577043804251228294,Thomas Fx,Klever,1488840650,2
1518,afirstoff,155912149,1523601548939094132,Alex Firstov,Klever,1488840650,2
1519,Fardin094858,957203769,-1715341487938468579,Md Fardin,Klever,1488840650,2
1520,Fitfitriya,1356985394,8003696675929610475,Fitriya Fit,Klever,1488840650,2
1521,,1200251882,618355632455319467,Farooq Dawood,Klever,1488840650,2
1522,DrSchain,373009773,-8818683340125857010,Franz Schain,Klever,1488840650,2
1523,Maxxy07,204659302,-5646019587668818242,Farhan,Klever,1488840650,2
1524,BlackFabiano,148241895,5415103933566244927,Fabiano Santos,Klever,1488840650,1
1525,Future129,580664618,-7367483106266791855,Agu900,Klever,1488840650,2
1526,,657809482,4506666574308996700,Flavius,Klever,1488840650,2
1527,,1047430134,-2518277421703731441,"fy ,",Klever,1488840650,2
1528,Buttapanritalopi,439329247,-6858536474138968146,Feri Awaldi,Klever,1488840650,2
1529,lawngmahan1,1123768900,-2026718350839233587,Fawole Toyosi,Klever,1488840650,2
1530,,1356977201,1023998988250199703,Mmesoma Favour Augustine,Klever,1488840650,2
1531,,1127496997,7864916967684511293,Francis Chidera,Klever,1488840650,2
1532,FMabiodun,1268570560,5674797611656948921,Muhammad Faruok,Klever,1488840650,2
1533,elan1217,1301144685,3688163992625777275,Ford H,Klever,1488840650,2
1534,FabioEv,185101369,1585967643510697490,Fabio,Klever,1488840650,2
1535,fire_strike_game,760731608,-7671285777070934114,fire strike,Klever,1488840650,2
1536,Fadinaqueen,526392561,-4306882095691099211,Dina Fadina,Klever,1488840650,2
1537,magritte46,1191241341,-17706855541730802,Magritte Fo'el,Klever,1488840650,2
1538,,1155893456,-1490930037036493889,AMOSE FAITH,Klever,1488840650,2
1539,ProbetaFilms,736723455,6707903078939142908,frank,Klever,1488840650,2
1540,Gilliardfernando,838177712,980652669668416264,Gilliard Fernando,Klever,1488840650,2
1541,FAMZYJ,1043254246,2210919636914365669,Teslim,Klever,1488840650,2
1542,BSanch,299737944,8309492470215749811,Fred BSanch,Klever,1488840650,2
1543,sup_nobitex,965436488,-1384603906267941674,Farshad,Klever,1488840650,2
1544,Hisham153,1136609005,-401236539779771616,Hisham Fathi,Klever,1488840650,2
1545,filip236,1027117677,7631842747161259278,Filip,Klever,1488840650,2
1546,Jowjowfefe,489558140,-1381168699992900553,O Fernauta C,Klever,1488840650,2
1547,benX70,536617110,-1358307710020759551,Ben Frausto,Klever,1488840650,2
1548,therealnickolino,416439517,-4352751575763074672,Federico Portuesi⚡️,Klever,1488840650,2
1549,Fuhrer8814,714602166,-4522062655472386012,⚡⚡ Fuhrer⚡⚡,Klever,1488840650,2
1550,fabiancely,837403334,-7581916000327933972,Fabian Cely,Klever,1488840650,2
1551,,957564305,2992866588202511324,Fe Flor,Klever,1488840650,2
1552,Flower25591,327415487,2538698251886256400,Boovanan G,Klever,1488840650,2
1553,Fa6141820,1285475743,-6349753870689739166,Fahad Ali,Klever,1488840650,2
1554,,1246406907,-7662270543414048992,Fabio,Klever,1488840650,2
1555,Ethicalhackers17,651470523,-6616180811471496574,Benson Crush,Klever,1488840650,2
1556,,1358314142,-2875750328880571065,Emmanuella,Klever,1488840650,2
1557,emirialinda,890039588,9008237799235073318,Emiria Erlinda,Klever,1488840650,2
1558,elabellabella,919292381,4265331151905082342,ela bela,Klever,1488840650,2
1559,EndalkBachelor,437508711,3351736719692729179,😡Êñđăľķ Bãčhëļõř😔,Klever,1488840650,2
1560,,969575774,-2115052854632865875,Emmanuel Eze,Klever,1488840650,2
1561,,1363928727,3565799794381783854,Eze Amos Amaechi,Klever,1488840650,2
1562,Emmanueledwin,1176744593,606253775094530714,Emmanuel Edwin,Klever,1488840650,2
1563,,1285357152,-1640953646244391143,Elizabeth,Klever,1488840650,2
1564,Christian3232,578672291,932448147104589396,Christian Edemuzor,Klever,1488840650,2
1565,,1218264464,9141859140194229157,Eueri,Klever,1488840650,2
1566,,730728719,-1140628632039410573,Elyor,Klever,1488840650,2
1567,,527984984,-8415827038818753410,Darrett Evans,Klever,1488840650,2
1568,Benny_99,1436164294,8915098180452023777,Benny Edwin,Klever,1488840650,2
1569,,199055641,-5052158524544166857,El Buho 4F,Klever,1488840650,2
1570,,1271256765,7645963479462262150,ege,Klever,1488840650,2
1571,,864350574,-9058454326403112041,Aborisade Emmanuel,Klever,1488840650,2
1572,,940325092,1885184106240467648,Ely,Klever,1488840650,2
1573,Effjos,1201972374,7336512615989570485,Aed Ade Effjos,Klever,1488840650,2
1574,,1009242769,4959950891869172612,eeeyyÿumo احمد,Klever,1488840650,2
1575,alielreal,1059906047,-5497087848272626738,ali elreal,Klever,1488840650,2
1576,maxsiima,408438997,8555692144630334282,Emre Aslan,Klever,1488840650,2
1577,Edemadamz,1139093447,-1711036663932185057,Adam Edem,Klever,1488840650,2
1578,Elysiadinh,799359304,9139630578416913002,Elysia Dinh,Klever,1488840650,2
1579,Emmanueladjei2001,1077069628,-8198954708179730186,Emmanuel Adjei,Klever,1488840650,2
1580,Eon001,881273355,7849545860781337760,Aaron Mark,Klever,1488840650,2
1581,Amoscute,968228798,1905822088465183339,Amos Etemike,Klever,1488840650,2
1582,Bersagui76,818631747,3344730615568475550,Eliecer Bersagui Bersagui,Klever,1488840650,2
1583,,1133763097,4329331918256984095,ELZN3TY,Klever,1488840650,2
1584,SamoranoExchange,932620470,7857258665316718662,Samorano Exchange,Klever,1488840650,2
1585,Edgarejcs,983038036,818274083873660165,Edgar Esguerra,Klever,1488840650,2
1586,elizick,686502141,5458897668004482547,Ehirim Ekene,Klever,1488840650,2
1587,ENENG1903,819830723,-1310945066110256642,Eneng,Klever,1488840650,2
1588,Elizabeth0065,880560582,-517425145337373261,Elizabeth M. Alexander,Klever,1488840650,2
1589,erx87,1156443799,376806862518152256,Kuproyy 2 码5分钟有,Klever,1488840650,2
1590,sema1972ms,811068403,-3754797448692789097,Evgeny MS,Klever,1488840650,2
1591,Etamu,576059591,2936958279493247207,Etambuyu Mbumwae,Klever,1488840650,1
1592,Emmz04,461931557,8778091493624559027,Emmz Daytic,Klever,1488840650,2
1593,endro71,221728806,3172408176946825482,Endro Rukmono,Klever,1488840650,2
1594,Ekarock12,743217617,-8631501110769119491,Eka Rock,Klever,1488840650,2
1595,evgenn2012,822366583,8568070833164404934,Евгений Крутиков,Klever,1488840650,2
1596,,562314448,5763040569651156313,Emmanuel,Klever,1488840650,2
1597,eksw1129,562749042,-6409103199479054948,eksw1129,Klever,1488840650,2
1598,ebenxy,1060736540,6286216276128917884,Ebenxy,Klever,1488840650,2
1599,,1044827394,5851866800350862221,Essential,Klever,1488840650,2
1600,CAPT_DEADPOOL,452952848,-8905683771781693835,Ekong dimagiba21,Klever,1488840650,1
1601,evarich1,472912524,6766325740745218815,evarich1,Klever,1488840650,2
1602,,249250171,3885316849008236816,Earl Dixon,Klever,1488840650,2
1603,elclements,30247973,-8829763683153190690,Clements,Klever,1488840650,2
1604,,221922763,7482398302701269064,Justice Eyaife,Klever,1488840650,2
1605,Biko1222,973156254,2851212557589001374,Enoch,Klever,1488840650,2
1606,millenium_earl2000,864761758,5315871539476547145,Kyle Reese,Klever,1488840650,2
1607,Darlyza,260940760,-3079484982792658624,@Eldri,Klever,1488840650,2
1608,Eyoh1,864917645,-6844589982657534987,은영 오,Klever,1488840650,2
1609,jaebill,1343517197,-7536793827339954645,Janene Edwards,Klever,1488840650,2
1610,Davisco1988,1343635957,-2659922798378373359,David Eyo,Klever,1488840650,2
1611,Experttradenetworker,1298769567,-5077478841001315287,KAGWINE,Klever,1488840650,2
1612,eshakur1,1320078361,-1014115570426334671,Eshakur Rahman,Klever,1488840650,2
1613,ElvisDePrince,1071875253,3860853872110830632,Elvis,Klever,1488840650,2
1614,Erline03,1021772867,-7024151452358578426,Erwin Balous,Klever,1488840650,2
1615,EmmanuelGentson,1306295439,-4639086414408464319,Emmanuel Gentson,Klever,1488840650,2
1616,,1185097641,-3452281752767660953,emerico buenaseda,Klever,1488840650,2
1617,EKEN123456789,1213205043,-4458056500971977303,Eken,Klever,1488840650,2
1618,Brooke000,1295021525,-6890526189854631856,Brooke Eden,Klever,1488840650,2
1619,Danishdubai,530383870,-1465130139851903605,Danish Dubai,Klever,1488840650,1
1620,Dahneecrypt,1138041057,5531829688252009179,Dahneecrypt,Klever,1488840650,2
1621,,829759454,1458956189976098216,Dawit,Klever,1488840650,2
1622,,905674902,-334509628337874899,DAMILOLA AKANNI,Klever,1488840650,2
1623,,959865406,4547272703260541326,Danial,Klever,1488840650,2
1624,,1178742888,2842633719634802997,David Bill,Klever,1488840650,2
1625,dapdap420,1292286823,-5747568657724456014,Dapdap,Klever,1488840650,2
1626,,361057387,5139195003323865446,Darl,Klever,1488840650,2
1627,Adem4141,989553653,-1593894611429895063,adem doğan argun,Klever,1488840650,2
1628,,1306570042,9116132057444643538,Dio,Klever,1488840650,2
1629,,1465485844,-761082290774819595,Dakuza,Klever,1488840650,2
1630,daniel4005,1152462094,-8614421021543969511,Daniel,Klever,1488840650,2
1631,baoduypham,401456605,4894017340957604499,Bảo Duy,Klever,1488840650,2
1632,,466260293,2229236883002325608,Dinesh Choudhary,Klever,1488840650,2
1633,Denizack,1230802926,-1125773462181823814,Deni 🏅,Klever,1488840650,2
1634,Diyorhan,60743815,3295314596769940296,DIMA,Klever,1488840650,2
1635,,1318211081,-6390806254314567811,Dej,Klever,1488840650,2
1636,Dekunlegold,1244055762,7606832336527007537,Adekunle Azzy,Klever,1488840650,2
1637,Bestmanedet,1009536856,5449269728335801905,Bestman Donald,Klever,1488840650,2
1638,markgarcia1134,1102163264,3121162730349865082,David Brown,Klever,1488840650,2
1639,dheejhah,620345921,5268646281673953268,Shirley Dheejhah,Klever,1488840650,2
1640,Dawa137,694719289,-4324695890583165427,£©Dãwæ~®,Klever,1488840650,2
1641,Delhidentalcare,1034169475,2213484729148041068,Mohit Bansal,Klever,1488840650,2
1642,apasihanjg,1208514518,2083278378025014416,Dhooo BMKtoPalestina,Klever,1488840650,2
1643,dimitriii3,1227478739,-5767828374155883396,dimitrии,Klever,1488840650,2
1644,,1174561339,1644995555257419633,@Dan001,Klever,1488840650,2
1645,,902280969,8233377869409382322,Danys,Klever,1488840650,2
1646,MARTSM,641764933,6785538195438251049,Martin Dogbey,Klever,1488840650,2
1647,docomemoney,1093324789,-3317684452101031367,docomo,Klever,1488840650,2
1648,Don_atelo,701910138,5075274183928537646,Don Atello,Klever,1488840650,2
1649,angel122106,704156725,6608935100256354889,angelica dulay,Klever,1488840650,2
1650,delta09,1007319433,-5135770148516556725,clue,Klever,1488840650,2
1651,CryptillionEar,994158277,-3526451691384100456,Digi,Klever,1488840650,2
1652,davidasp,377628115,7152387076588735888,david.asp,Klever,1488840650,2
1653,Anasnazar123,813322141,-6836161169514923848,Dirt Sou,Klever,1488840650,2
1654,,1002970798,6123119409384631,DEVEN MORBIYA,Klever,1488840650,2
1655,Dannyel01,996020692,5189319861530033919,Daniel,Klever,1488840650,2
1656,Dd_St,1012860414,-5820480042529418022,Dd_ St,Klever,1488840650,2
1657,Dinislam0,1013690390,2494010349500742831,Dinislam,Klever,1488840650,2
1658,mickie58,971355198,-1611236419962716898,doroto bush,Klever,1488840650,2
1659,Dalos1390,975294185,6188513419522792013,Руслан Якушков,Klever,1488840650,2
1660,,735200408,-7571997934937828717,Ariel Dy,Klever,1488840650,2
1661,,910741475,2117335006995391599,curiesea,Klever,1488840650,2
1662,,1102643044,-5657862834773706466,Csgowda Csgowda,Klever,1488840650,2
1663,,1330900357,5711964464451351912,Chantelle,Klever,1488840650,2
1664,Chetan64,393925236,-8318254702457646370,Chetan,Klever,1488840650,2
1665,,961427160,6538382314418583725,Clinton Clinno,Klever,1488840650,2
1666,Crypto123456789,666786467,-6659236530903730133,Aadina,Klever,1488840650,2
1667,Canetebhong,705590471,-6685252143211427673,bhong canete,Klever,1488840650,2
